phoneno,age,gender,zipcode,calls,sms,mms,charges,coverage,complaint,sim,phone,prepost,churn
4180,1,Male,94720,200,29,3,1540,2,2,Single Sim,Andoid,Prepaid,No Churn
1519,3,Female,91711,30,64,40,150,2,2,Single Sim,Andoid,Postpaid,No Churn
8020,3,Female,93023,167,66,36,550,0,4,Single Sim,Andoid,Prepaid,No Churn
1156,1,Female,91709,633,23,-1,1490,4,1,Single Sim,Andoid,Prepaid,No Churn
5803,3,Female,92120,180,60,36,790,0,1,Single Sim,Andoid,Prepaid,No Churn
4764,3,Male,94538,260,47,21,680,0,4,Single Sim,Andoid,Prepaid,No Churn
4193,2,Male,94105,260,35,10,780,0,1,Single Sim,Andoid,Postpaid,No Churn
4663,2,Male,92507,200,57,32,340,0,2,Dual Sim,Andoid,Prepaid,No Churn
4418,1,Female,91711,40,65,41,1950,0,3,Dual Sim,IOS,Prepaid,Churn
7427,1,Male,94550,810,53,28,1840,4,1,Single Sim,Andoid,Postpaid,No Churn
6419,1,Male,92192,320,44,20,850,0,2,Single Sim,Andoid,Postpaid,No Churn
3221,1,Female,90405,880,45,20,2000,0,2,Single Sim,Andoid,Postpaid,No Churn
2327,3,Male,92325,50,41,16,640,0,3,Single Sim,Andoid,Prepaid,No Churn
8163,2,Female,91116,260,51,27,880,0,1,Dual Sim,Andoid,Prepaid,No Churn
8037,2,Male,94501,240,27,1,420,0,3,Single Sim,Andoid,Prepaid,No Churn
7740,1,Female,92096,160,31,5,910,2,3,Single Sim,Andoid,Postpaid,No Churn
4405,1,Male,92868,30,32,6,380,0,1,Dual Sim,IOS,Postpaid,No Churn
5875,2,Male,95123,150,55,30,280,0,1,Single Sim,Andoid,Prepaid,No Churn
1180,3,Male,91330,10,55,30,320,0,4,Dual Sim,Andoid,Prepaid,No Churn
5921,3,Female,94720,30,42,18,310,0,1,Single Sim,Andoid,Prepaid,No Churn
2288,2,Male,93940,40,33,9,220,2,4,Single Sim,Andoid,Postpaid,No Churn
6287,2,Female,95014,370,65,40,950,2,3,Single Sim,Andoid,Prepaid,Churn
6900,1,Male,90638,130,35,10,740,0,4,Single Sim,Andoid,Postpaid,No Churn
6655,2,Female,92121,150,55,30,220,1,1,Single Sim,Andoid,Prepaid,No Churn
8446,2,Male,92103,10,28,4,430,0,3,Single Sim,Andoid,Postpaid,No Churn
6543,3,Male,91302,100,27,3,430,0,1,Single Sim,Andoid,Postpaid,No Churn
9357,2,Female,94720,180,51,27,1120,0,3,Dual Sim,IOS,Postpaid,No Churn
8426,2,Male,92064,100,50,23,90,0,2,Single Sim,Andoid,Postpaid,No Churn
1349,3,Male,91320,0,58,33,810,0,2,Single Sim,Andoid,Postpaid,No Churn
5938,1,Female,95929,570,46,20,1310,3,1,Single Sim,Andoid,Prepaid,No Churn
3772,3,Male,92109,150,62,32,190,0,1,Dual Sim,Andoid,Prepaid,No Churn
6579,2,Male,92093,70,38,13,620,0,3,Dual Sim,Andoid,Postpaid,No Churn
8152,2,Male,95818,40,62,37,190,2,4,Dual Sim,Andoid,Prepaid,No Churn
6879,1,Female,93943,30,56,32,80,0,2,Single Sim,Andoid,Postpaid,No Churn
7519,3,Male,94303,470,61,36,1930,3,1,Single Sim,Andoid,Postpaid,Churn
9950,1,Male,92093,440,38,13,1290,2,4,Single Sim,Andoid,Prepaid,Churn
3903,2,Female,91320,70,55,29,300,0,4,Single Sim,Andoid,Prepaid,No Churn
4828,2,Male,94701,180,30,4,800,0,4,Single Sim,Andoid,Prepaid,No Churn
9897,3,Female,90503,150,41,15,220,0,4,Single Sim,Andoid,Prepaid,No Churn
5440,2,Male,91745,150,57,32,330,0,1,Single Sim,Andoid,Postpaid,No Churn
5988,3,Male,91355,210,36,11,640,0,4,Single Sim,Andoid,Prepaid,No Churn
1228,3,Male,94305,220,55,29,600,1,3,Single Sim,Andoid,Postpaid,No Churn
8139,3,Female,92037,290,30,4,810,3,1,Single Sim,Andoid,Postpaid,No Churn
1014,2,Male,94720,60,40,16,450,3,3,Single Sim,Andoid,Postpaid,No Churn
4156,2,Male,95054,180,32,6,1120,0,4,Single Sim,Andoid,Postpaid,No Churn
1904,3,Male,94105,340,59,34,830,0,2,Single Sim,Andoid,Postpaid,Churn
9715,1,Female,93943,760,44,20,1800,6,2,Single Sim,Andoid,Prepaid,No Churn
3497,2,Male,92130,20,51,26,280,0,4,Dual Sim,Andoid,Postpaid,No Churn
2094,3,Male,91107,520,37,12,1690,3,2,Single Sim,Andoid,Postpaid,Churn
7455,1,Male,90840,70,59,35,140,0,4,Single Sim,Andoid,Postpaid,No Churn
2491,1,Male,90250,200,37,11,430,0,1,Single Sim,Andoid,Postpaid,No Churn
8541,1,Male,94309,30,56,32,880,0,2,Single Sim,Andoid,Postpaid,No Churn
5993,3,Female,90747,260,55,29,780,0,4,Single Sim,Andoid,Prepaid,No Churn
8314,2,Male,94143,20,49,24,680,2,1,Single Sim,Andoid,Prepaid,No Churn
6571,1,Female,93611,330,46,22,1440,0,2,Single Sim,Andoid,Postpaid,No Churn
1449,1,Male,94114,100,35,9,300,2,4,Single Sim,Andoid,Postpaid,No Churn
9741,1,Male,95833,0,47,21,1200,2,1,Single Sim,Andoid,Prepaid,No Churn
1718,2,Male,94305,30,39,14,240,0,2,Single Sim,Andoid,Prepaid,No Churn
8962,3,Male,92037,230,27,1,780,2,4,Dual Sim,Andoid,Postpaid,No Churn
5116,2,Male,94301,520,62,36,1350,0,2,Single Sim,Andoid,Postpaid,Churn
3507,3,Male,91605,160,57,32,440,0,2,Single Sim,Andoid,Prepaid,No Churn
7922,2,Male,92675,380,55,30,730,0,4,Single Sim,Andoid,Postpaid,No Churn
4299,2,Female,92868,270,55,31,900,0,1,Single Sim,Andoid,Postpaid,No Churn
5231,3,Male,94704,50,41,15,580,0,3,Single Sim,Andoid,Postpaid,No Churn
4270,1,Male,94928,370,57,32,750,3,2,Single Sim,Andoid,Postpaid,No Churn
7398,3,Female,92028,170,43,19,1740,3,3,Single Sim,IOS,Postpaid,Churn
2756,1,Male,92093,170,40,16,500,2,2,Single Sim,Andoid,Prepaid,No Churn
8557,3,Male,92703,400,43,18,850,3,1,Single Sim,Andoid,Postpaid,No Churn
5613,1,Male,90401,220,63,38,540,0,3,Single Sim,Andoid,Postpaid,No Churn
7581,1,Male,92122,340,63,38,830,0,2,Single Sim,Andoid,Prepaid,Churn
1800,1,Male,94109,20,54,30,240,0,4,Dual Sim,Andoid,Prepaid,No Churn
3783,2,Male,95134,110,54,30,450,3,4,Single Sim,Andoid,Postpaid,No Churn
9507,3,Female,92068,80,52,26,680,0,1,Single Sim,Andoid,Postpaid,No Churn
5775,3,Female,94720,10,50,26,480,0,4,Single Sim,Andoid,Prepaid,No Churn
9663,3,Female,92697,100,38,13,1140,0,1,Single Sim,Andoid,Postpaid,No Churn
8292,2,Female,90064,230,36,12,1420,0,3,Single Sim,IOS,Postpaid,Churn
9015,2,Female,94402,50,58,33,520,0,3,Single Sim,Andoid,Prepaid,No Churn
5718,1,Male,92220,330,46,22,1420,0,2,Single Sim,Andoid,Prepaid,No Churn
4876,3,Male,92173,40,50,25,150,0,1,Single Sim,Andoid,Prepaid,No Churn
5041,1,Female,92120,470,46,22,1180,2,1,Single Sim,Andoid,Prepaid,No Churn
6434,1,Male,90245,490,53,27,1010,0,4,Single Sim,Andoid,Postpaid,No Churn
7106,1,Male,94609,280,62,36,840,0,2,Single Sim,Andoid,Postpaid,No Churn
3979,2,Male,94998,190,63,39,320,1,1,Single Sim,Andoid,Prepaid,No Churn
3576,3,Male,94607,50,42,16,640,3,3,Single Sim,Andoid,Prepaid,No Churn
2055,1,Male,94002,340,34,10,810,0,4,Single Sim,Andoid,Postpaid,No Churn
9403,3,Female,94025,150,40,14,280,0,4,Single Sim,Andoid,Prepaid,No Churn
5617,1,Male,94608,0,34,9,930,0,1,Single Sim,Andoid,Postpaid,No Churn
1941,2,Male,91775,360,41,15,1850,0,1,Single Sim,Andoid,Prepaid,Churn
6301,2,Male,90650,180,32,8,420,0,1,Single Sim,Andoid,Prepaid,No Churn
6670,3,Female,94305,160,28,3,450,0,2,Single Sim,Andoid,Postpaid,No Churn
6598,2,Male,92037,167,33,6,490,3,2,Single Sim,Andoid,Prepaid,No Churn
8297,1,Male,92780,210,46,20,690,0,3,Single Sim,Andoid,Prepaid,No Churn
9079,2,Male,93106,280,52,27,940,4,1,Single Sim,Andoid,Postpaid,No Churn
5764,2,Female,92120,150,60,35,180,0,1,Single Sim,Andoid,Postpaid,No Churn
4508,1,Male,92691,70,59,35,80,1,4,Dual Sim,Andoid,Prepaid,No Churn
1253,1,Male,90717,210,57,32,550,2,4,Single Sim,Andoid,Postpaid,No Churn
5922,3,Male,95617,40,46,20,850,0,2,Single Sim,Andoid,Prepaid,No Churn
5025,1,Male,94720,0,25,1,620,3,4,Single Sim,Andoid,Postpaid,No Churn
4595,3,Male,95054,200,53,23,650,0,4,Single Sim,Andoid,Postpaid,No Churn
8549,1,Male,95112,0,38,12,1380,0,2,Dual Sim,Andoid,Postpaid,No Churn
5937,1,Male,91103,250,63,38,1030,0,1,Single Sim,Andoid,Postpaid,No Churn
5840,3,Male,95064,350,44,19,990,4,3,Single Sim,Andoid,Prepaid,Churn
3103,1,Male,92220,730,50,24,1520,0,1,Single Sim,Andoid,Postpaid,No Churn
1876,3,Male,91330,90,28,3,250,2,2,Single Sim,Andoid,Postpaid,No Churn
8075,1,Female,95616,250,27,3,980,4,2,Dual Sim,IOS,Postpaid,No Churn
5162,2,Male,94304,70,52,27,390,2,2,Single Sim,Andoid,Postpaid,No Churn
9672,2,Female,95820,130,50,25,400,0,1,Single Sim,Andoid,Postpaid,No Churn
9361,1,Male,94551,210,39,13,580,2,3,Single Sim,Andoid,Postpaid,No Churn
3074,3,Female,90245,180,50,26,1920,4,2,Single Sim,IOS,Postpaid,Churn
2584,2,Male,94303,80,60,34,620,0,1,Single Sim,Andoid,Prepaid,No Churn
2559,2,Male,94720,80,30,5,690,0,1,Dual Sim,Andoid,Postpaid,No Churn
8885,3,Male,94305,130,31,5,400,2,4,Single Sim,Andoid,Prepaid,No Churn
4024,3,Male,90018,60,39,15,610,2,2,Single Sim,Andoid,Prepaid,No Churn
3431,2,Male,91745,30,29,3,300,2,4,Single Sim,Andoid,Prepaid,No Churn
2575,2,Male,90071,150,54,29,290,1,1,Single Sim,Andoid,Postpaid,No Churn
5508,2,Female,92612,100,35,8,410,0,2,Single Sim,Andoid,Postpaid,No Churn
9452,2,Male,95605,330,27,3,1180,0,1,Single Sim,Andoid,Postpaid,Churn
9749,1,Male,94117,700,45,20,1090,4,1,Single Sim,Andoid,Postpaid,No Churn
5084,2,Male,93711,20,58,33,1220,0,4,Single Sim,IOS,Postpaid,Churn
8470,1,Male,94545,150,62,37,500,2,3,Single Sim,Andoid,Postpaid,No Churn
6838,2,Male,95616,10,28,4,430,0,3,Single Sim,Andoid,Postpaid,No Churn
4570,1,Male,94550,460,32,7,1080,0,1,Dual Sim,Andoid,Prepaid,No Churn
6688,3,Male,92096,250,29,4,1100,0,4,Single Sim,Andoid,Prepaid,Churn
4877,3,Male,94720,140,41,17,200,0,1,Single Sim,Andoid,Postpaid,No Churn
3532,3,Female,90024,170,61,35,1120,0,4,Single Sim,Andoid,Prepaid,No Churn
6136,2,Male,95403,10,56,32,250,2,1,Single Sim,Andoid,Postpaid,No Churn
5616,2,Female,94720,70,37,12,420,0,3,Single Sim,Andoid,Postpaid,No Churn
1361,1,Male,95973,30,60,34,290,0,2,Single Sim,Andoid,Postpaid,No Churn
1221,1,Male,90095,210,49,23,840,2,3,Dual Sim,Andoid,Postpaid,No Churn
9869,3,Male,94720,260,43,17,810,0,4,Dual Sim,Andoid,Postpaid,No Churn
9696,1,Female,94720,90,53,28,550,2,4,Single Sim,Andoid,Postpaid,No Churn
5528,2,Male,93106,240,35,11,400,0,1,Dual Sim,Andoid,Postpaid,No Churn
5420,2,Female,95831,570,56,30,1450,0,4,Single Sim,IOS,Postpaid,Churn
1121,3,Male,94304,110,41,16,1750,0,2,Single Sim,Andoid,Postpaid,Churn
1511,3,Male,91107,180,36,6,780,2,4,Single Sim,Andoid,Prepaid,No Churn
2726,1,Male,92780,150,56,32,510,0,4,Single Sim,Andoid,Prepaid,No Churn
5832,3,Male,95616,167,64,34,500,0,4,Single Sim,Andoid,Postpaid,No Churn
2537,1,Male,95630,40,51,27,210,0,3,Single Sim,Andoid,Postpaid,No Churn
6534,2,Female,95827,20,49,24,790,1,1,Single Sim,Andoid,Postpaid,No Churn
3559,3,Male,92096,400,43,18,840,0,1,Single Sim,Andoid,Prepaid,No Churn
2545,2,Male,94105,40,51,26,340,0,4,Single Sim,Andoid,Prepaid,No Churn
6012,2,Male,94143,160,55,31,730,0,4,Single Sim,Andoid,Prepaid,No Churn
1578,1,Male,95747,50,62,37,900,0,3,Single Sim,Andoid,Postpaid,No Churn
9548,3,Male,94501,20,35,10,230,0,4,Single Sim,Andoid,Postpaid,No Churn
6604,3,Female,90095,610,53,27,1450,3,2,Single Sim,IOS,Postpaid,Churn
2853,1,Male,92886,20,33,7,540,2,4,Dual Sim,Andoid,Prepaid,No Churn
8089,2,Female,95812,220,43,17,490,2,3,Single Sim,Andoid,Postpaid,No Churn
4681,2,Male,95819,280,58,32,510,0,1,Single Sim,Andoid,Postpaid,No Churn
8669,2,Male,95136,60,63,38,80,0,4,Single Sim,Andoid,Postpaid,No Churn
4198,1,Male,95630,100,31,6,620,0,1,Dual Sim,Andoid,Postpaid,No Churn
6964,3,Male,95020,67,36,6,250,0,1,Single Sim,Andoid,Postpaid,No Churn
5289,3,Male,95503,175,30,0,630,0,2,Single Sim,Andoid,Postpaid,No Churn
5288,3,Male,94105,20,59,34,240,1,2,Single Sim,Andoid,Postpaid,No Churn
7801,2,Female,91203,10,28,2,110,0,1,Single Sim,Andoid,Postpaid,No Churn
7842,1,Female,93111,10,59,34,230,0,1,Single Sim,Andoid,Prepaid,No Churn
4621,3,Male,91105,140,47,22,330,0,1,Single Sim,Andoid,Postpaid,No Churn
9647,1,Male,92220,380,47,21,830,1,1,Single Sim,Andoid,Prepaid,Churn
5591,1,Female,90024,140,56,30,390,2,3,Single Sim,Andoid,Prepaid,No Churn
4026,2,Male,95008,690,41,17,1380,0,3,Single Sim,Andoid,Postpaid,Churn
5118,1,Female,90401,250,25,1,1130,0,3,Single Sim,Andoid,Prepaid,No Churn
5016,3,Male,90016,50,30,5,1250,0,4,Single Sim,IOS,Postpaid,Churn
7721,1,Male,95035,170,50,24,1950,0,1,Single Sim,Andoid,Prepaid,No Churn
3699,3,Male,90035,120,34,9,1050,0,3,Dual Sim,Andoid,Prepaid,No Churn
2398,1,Male,91203,350,44,18,750,0,2,Single Sim,Andoid,Postpaid,Churn
2508,2,Male,90840,100,36,9,400,0,2,Single Sim,Andoid,Postpaid,No Churn
2461,3,Male,94005,50,39,14,610,2,3,Single Sim,Andoid,Postpaid,No Churn
2818,3,Male,90089,450,54,24,750,0,2,Single Sim,Andoid,Prepaid,No Churn
5070,1,Female,94583,0,33,8,1220,0,1,Single Sim,Andoid,Postpaid,No Churn
1868,1,Female,95762,300,39,14,750,0,3,Single Sim,Andoid,Prepaid,No Churn
4319,3,Male,90024,20,41,15,590,0,4,Single Sim,Andoid,Prepaid,No Churn
4988,2,Male,94608,100,40,13,240,0,3,Single Sim,Andoid,Postpaid,No Churn
9658,3,Male,90095,330,29,3,1750,4,3,Single Sim,Andoid,Postpaid,Churn
4719,1,Female,92709,80,51,27,390,2,2,Single Sim,Andoid,Prepaid,No Churn
8959,1,Male,94591,680,54,30,1450,0,2,Dual Sim,Andoid,Prepaid,No Churn
2311,2,Male,90717,40,47,22,240,2,4,Single Sim,Andoid,Postpaid,No Churn
2106,2,Male,94080,10,53,28,200,0,3,Single Sim,Andoid,Prepaid,No Churn
4617,2,Male,94115,260,30,5,850,0,1,Single Sim,Andoid,Postpaid,No Churn
4205,3,Male,95014,260,28,3,650,0,3,Dual Sim,Andoid,Prepaid,No Churn
8067,3,Male,93407,560,60,35,1910,0,4,Single Sim,Andoid,Prepaid,Churn
8437,1,Male,92612,0,51,26,110,0,2,Dual Sim,Andoid,Prepaid,No Churn
4151,3,Male,94024,100,63,37,400,2,2,Single Sim,Andoid,Prepaid,No Churn
5183,2,Male,92028,70,38,13,540,2,3,Single Sim,Andoid,Prepaid,No Churn
6376,1,Female,95521,380,59,35,950,0,1,Single Sim,Andoid,Postpaid,No Churn
1951,2,Male,92103,100,53,29,940,0,4,Single Sim,Andoid,Postpaid,No Churn
8993,2,Male,94720,220,31,5,790,0,4,Single Sim,Andoid,Prepaid,No Churn
6946,3,Female,94720,30,41,17,480,0,3,Single Sim,Andoid,Postpaid,No Churn
4365,1,Male,92120,260,25,1,700,0,4,Dual Sim,Andoid,Postpaid,No Churn
9284,2,Male,94550,10,27,3,400,2,3,Single Sim,Andoid,Postpaid,No Churn
8361,1,Female,94086,180,50,24,440,0,4,Single Sim,Andoid,Postpaid,No Churn
9226,3,Male,92129,140,50,25,430,2,1,Single Sim,Andoid,Postpaid,No Churn
6096,3,Male,90245,30,43,18,290,0,1,Single Sim,Andoid,Postpaid,No Churn
3917,1,Female,92007,130,50,24,1880,2,3,Single Sim,Andoid,Prepaid,Churn
7764,1,Female,90720,0,46,20,1140,0,1,Single Sim,Andoid,Postpaid,No Churn
3699,2,Male,92717,70,30,6,520,0,3,Single Sim,Andoid,Postpaid,No Churn
7619,1,Male,91711,20,42,16,130,0,1,Single Sim,Andoid,Postpaid,No Churn
6854,3,Male,90095,50,42,17,950,0,3,Single Sim,Andoid,Prepaid,No Churn
2401,3,Male,95023,290,29,3,840,0,1,Single Sim,Andoid,Postpaid,No Churn
2957,1,Male,90037,180,38,14,490,0,1,Single Sim,Andoid,Prepaid,No Churn
4117,1,Female,93106,170,51,25,1810,0,1,Single Sim,Andoid,Postpaid,No Churn
9980,2,Female,95051,30,35,10,1820,3,1,Single Sim,IOS,Postpaid,Churn
7090,1,Male,92101,270,37,13,700,0,2,Single Sim,Andoid,Prepaid,No Churn
6115,1,Female,94110,110,47,21,790,2,3,Single Sim,Andoid,Postpaid,No Churn
1555,2,Female,95051,280,55,29,610,0,4,Single Sim,Andoid,Postpaid,No Churn
1312,1,Male,92126,210,65,41,1210,0,2,Single Sim,Andoid,Postpaid,No Churn
9176,1,Male,92028,20,58,33,340,1,3,Single Sim,Andoid,Postpaid,No Churn
5992,1,Male,90071,100,54,28,1830,5,1,Single Sim,Andoid,Prepaid,No Churn
7689,3,Female,94949,160,52,28,510,0,1,Dual Sim,Andoid,Prepaid,No Churn
7767,3,Female,90630,30,28,2,700,0,3,Single Sim,Andoid,Prepaid,No Churn
2291,1,Female,95827,170,32,8,390,0,1,Single Sim,Andoid,Postpaid,No Churn
9306,2,Male,94117,200,51,24,840,0,3,Single Sim,Andoid,Prepaid,No Churn
2027,1,Female,92056,700,43,18,1220,0,1,Single Sim,Andoid,Postpaid,No Churn
9343,1,Female,94709,170,42,18,1450,2,1,Single Sim,Andoid,Postpaid,No Churn
3502,1,Female,95670,40,42,17,980,0,2,Single Sim,Andoid,Postpaid,No Churn
4649,3,Male,96064,100,41,16,790,3,1,Single Sim,Andoid,Postpaid,No Churn
4957,3,Female,94304,200,34,8,380,0,2,Single Sim,Andoid,Postpaid,No Churn
4245,2,Female,91330,70,30,6,490,2,3,Single Sim,Andoid,Prepaid,No Churn
9405,1,Male,90041,100,32,7,380,0,1,Single Sim,Andoid,Postpaid,No Churn
4211,3,Male,92521,260,46,20,910,0,4,Single Sim,Andoid,Prepaid,No Churn
3971,1,Female,94022,20,38,12,290,0,4,Single Sim,Andoid,Prepaid,No Churn
6831,1,Male,95003,650,37,13,1720,0,2,Single Sim,Andoid,Prepaid,No Churn
1966,1,Female,95192,370,32,8,1040,0,2,Single Sim,Andoid,Prepaid,Churn
5301,1,Female,91101,250,35,9,580,0,1,Single Sim,Andoid,Postpaid,No Churn
6878,2,Male,94025,190,30,5,1710,0,2,Single Sim,Andoid,Prepaid,Churn
2207,1,Female,94305,330,30,4,730,0,3,Single Sim,IOS,Postpaid,Churn
6773,1,Male,94402,290,58,32,1910,0,1,Single Sim,Andoid,Prepaid,No Churn
8937,3,Male,91709,450,57,27,900,0,2,Single Sim,Andoid,Postpaid,No Churn
6610,1,Female,94920,230,34,9,550,0,3,Dual Sim,IOS,Postpaid,No Churn
4235,2,Male,94126,200,31,4,280,0,1,Single Sim,Andoid,Prepaid,No Churn
2198,3,Male,95616,250,39,14,420,0,1,Single Sim,Andoid,Postpaid,No Churn
7075,2,Male,93106,10,57,33,90,1,1,Dual Sim,Andoid,Postpaid,No Churn
9121,2,Male,94086,150,47,21,650,0,1,Dual Sim,Andoid,Postpaid,No Churn
1379,3,Male,90230,450,51,26,1340,0,4,Dual Sim,IOS,Postpaid,Churn
2467,1,Male,93101,340,30,6,830,0,4,Dual Sim,Andoid,Postpaid,No Churn
4916,2,Male,95616,100,55,28,380,0,3,Single Sim,Andoid,Postpaid,No Churn
6347,1,Female,94611,30,32,6,130,0,4,Single Sim,Andoid,Postpaid,No Churn
4693,3,Male,91365,290,32,7,1430,0,3,Single Sim,Andoid,Postpaid,Churn
9122,1,Male,91335,190,44,20,750,0,4,Single Sim,Andoid,Prepaid,No Churn
3667,3,Male,94022,320,33,7,1200,0,1,Single Sim,Andoid,Postpaid,Churn
9368,2,Male,95822,280,49,24,910,0,1,Single Sim,Andoid,Prepaid,No Churn
2320,3,Female,92101,150,32,6,990,0,2,Single Sim,Andoid,Prepaid,No Churn
6709,1,Male,90034,10,31,7,710,1,1,Dual Sim,Andoid,Prepaid,No Churn
3597,2,Male,91367,80,37,13,1110,0,1,Single Sim,Andoid,Prepaid,No Churn
5092,1,Male,90034,520,41,15,1080,0,1,Single Sim,Andoid,Prepaid,No Churn
4805,1,Male,91763,740,56,32,1580,0,1,Single Sim,Andoid,Prepaid,No Churn
4498,1,Male,95521,267,55,31,810,0,3,Single Sim,Andoid,Postpaid,No Churn
6989,3,Male,94720,10,49,23,120,0,2,Dual Sim,IOS,Postpaid,No Churn
1906,1,Male,95831,40,63,37,210,0,2,Single Sim,Andoid,Postpaid,No Churn
2836,1,Female,92821,90,55,30,550,3,4,Single Sim,Andoid,Postpaid,No Churn
1362,3,Male,93555,180,59,35,420,0,1,Single Sim,Andoid,Postpaid,No Churn
1400,1,Female,92653,40,41,16,810,0,2,Single Sim,Andoid,Prepaid,No Churn
9822,1,Male,94305,20,49,25,130,1,4,Single Sim,Andoid,Prepaid,No Churn
8427,1,Male,94998,60,48,23,1320,2,1,Single Sim,Andoid,Prepaid,No Churn
3009,3,Male,92660,100,41,16,990,0,1,Single Sim,Andoid,Postpaid,No Churn
6459,1,Female,92028,20,50,26,230,0,4,Single Sim,Andoid,Prepaid,No Churn
4055,2,Male,95134,200,28,1,400,0,1,Dual Sim,Andoid,Postpaid,No Churn
5705,1,Male,94309,140,36,11,1810,0,3,Single Sim,Andoid,Prepaid,Churn
3115,1,Male,94501,220,38,14,1120,4,2,Single Sim,Andoid,Prepaid,No Churn
8930,1,Male,94720,780,34,9,1380,3,2,Single Sim,Andoid,Postpaid,No Churn
8484,2,Male,90071,380,41,17,940,4,3,Dual Sim,IOS,Postpaid,Churn
5571,1,Male,91203,170,43,19,1130,0,1,Single Sim,Andoid,Prepaid,No Churn
8053,2,Female,91711,500,30,5,1120,0,4,Single Sim,Andoid,Prepaid,Churn
1197,1,Male,92354,300,37,12,1900,5,2,Single Sim,Andoid,Postpaid,No Churn
6110,3,Male,91706,110,62,37,380,0,1,Single Sim,Andoid,Postpaid,No Churn
5465,3,Male,92110,140,40,16,320,2,1,Single Sim,Andoid,Postpaid,No Churn
1464,2,Female,91320,60,35,10,1040,0,3,Single Sim,Andoid,Prepaid,No Churn
8996,2,Male,95014,190,64,40,430,0,1,Single Sim,Andoid,Postpaid,No Churn
3507,2,Male,92104,170,49,24,450,0,3,Dual Sim,Andoid,Postpaid,No Churn
2125,2,Male,94305,170,24,-1,350,0,2,Single Sim,Andoid,Prepaid,No Churn
9062,2,Female,93106,120,36,10,420,0,4,Single Sim,Andoid,Postpaid,No Churn
4947,2,Female,91006,80,29,4,580,0,1,Single Sim,Andoid,Postpaid,No Churn
5443,1,Male,90049,340,29,3,1030,0,4,Single Sim,Andoid,Postpaid,Churn
2202,2,Male,90405,330,28,3,710,2,1,Dual Sim,IOS,Postpaid,Churn
5389,2,Male,94025,40,33,7,140,1,1,Single Sim,Andoid,Postpaid,No Churn
7290,3,Female,90291,120,36,11,980,0,3,Dual Sim,Andoid,Prepaid,No Churn
9693,2,Female,90504,10,42,17,900,0,1,Single Sim,Andoid,Prepaid,No Churn
6671,1,Male,90095,20,25,0,650,0,4,Dual Sim,Andoid,Prepaid,No Churn
1899,1,Female,94720,40,28,2,190,0,4,Single Sim,Andoid,Postpaid,No Churn
6751,2,Female,94105,170,50,25,350,0,3,Single Sim,Andoid,Postpaid,No Churn
5943,1,Male,90041,130,34,9,710,0,4,Single Sim,Andoid,Postpaid,No Churn
5816,1,Male,94025,50,43,19,310,0,3,Single Sim,Andoid,Prepaid,No Churn
8692,2,Male,94928,120,62,38,430,0,4,Single Sim,Andoid,Postpaid,No Churn
9602,2,Male,94309,150,61,36,240,1,1,Dual Sim,Andoid,Prepaid,No Churn
8721,3,Female,94305,40,45,19,580,0,2,Dual Sim,Andoid,Prepaid,No Churn
3501,1,Male,92717,40,42,17,1150,0,2,Single Sim,Andoid,Postpaid,No Churn
8453,1,Male,93117,800,39,15,1680,2,2,Dual Sim,Andoid,Prepaid,No Churn
8168,1,Female,94111,150,29,5,1280,0,1,Single Sim,Andoid,Postpaid,No Churn
9432,1,Female,92870,700,45,20,1380,0,1,Single Sim,Andoid,Prepaid,No Churn
1501,2,Female,92121,170,58,32,810,0,3,Single Sim,Andoid,Postpaid,No Churn
1842,3,Male,94305,130,29,3,410,0,4,Single Sim,Andoid,Postpaid,No Churn
8878,2,Male,92407,290,32,7,1230,0,2,Single Sim,Andoid,Postpaid,Churn
5225,1,Male,94609,270,37,13,710,1,2,Single Sim,Andoid,Postpaid,No Churn
8681,3,Female,92866,40,48,23,80,0,1,Single Sim,Andoid,Prepaid,No Churn
4806,1,Male,94801,70,40,14,420,2,2,Single Sim,Andoid,Postpaid,No Churn
6256,1,Male,92064,250,29,4,620,2,2,Single Sim,Andoid,Postpaid,No Churn
2971,1,Male,92507,100,36,12,220,1,4,Dual Sim,Andoid,Postpaid,No Churn
3222,2,Male,95060,100,35,8,380,0,4,Single Sim,Andoid,Postpaid,No Churn
1219,2,Male,95521,40,35,11,240,0,4,Single Sim,Andoid,Prepaid,No Churn
2802,1,Male,91311,240,62,37,500,0,3,Single Sim,Andoid,Postpaid,No Churn
1198,2,Male,91604,130,26,1,1900,2,4,Single Sim,Andoid,Postpaid,Churn
8051,1,Male,91361,310,32,7,940,0,2,Single Sim,Andoid,Postpaid,No Churn
8427,3,Male,95035,510,63,37,1650,0,4,Single Sim,Andoid,Prepaid,Churn
2197,2,Female,94301,120,38,12,430,0,4,Single Sim,Andoid,Prepaid,No Churn
6079,2,Female,91711,160,50,26,480,0,1,Single Sim,Andoid,Prepaid,No Churn
6843,2,Female,91304,270,46,21,520,3,3,Single Sim,Andoid,Prepaid,No Churn
7569,1,Male,93943,490,50,24,840,0,4,Single Sim,Andoid,Postpaid,No Churn
9691,1,Male,92407,90,61,36,1310,0,1,Single Sim,Andoid,Postpaid,No Churn
4842,1,Male,91101,20,34,8,440,0,4,Single Sim,Andoid,Prepaid,No Churn
2056,1,Male,93943,20,27,2,780,1,4,Single Sim,Andoid,Prepaid,No Churn
